,formula,Eform
2291,Cs2MgCl4,-2.294411440615763
2292,Cs2MgSn3Se8,-1.013353350218596
2293,Cs2Mn(TeS3)2,-0.621066829615841
2295,Cs2Mn3S4,-1.271234085522029
2296,Cs2Mn3Se4,-1.202847188299807
2297,Cs2Mn3Te4,-0.9493663031609221
2298,Cs2MnBi2S5,-0.9927388632241381
2299,Cs2MnBr4,-1.727800930320198
2300,Cs2MnCl4,-1.9874760092118242
2301,Cs2MnCl6,-1.696653019942529
2302,Cs2MnS2,-1.319898979021553
2303,Cs2MnSe2,-1.303543036521552
2304,Cs2MnSnTe4,-0.8129580954885051
2305,Cs2MnTe2,-1.130425235896555
2307,Cs2Mo15S19,-0.861053204123269
2308,Cs2MoBr6,-1.516381913256704
2309,Cs2MoCl6,-1.664493802777776
2310,Cs2MoS4,-1.175792686607142
2311,Cs2MoSe4,-1.135338229812192
2312,Cs2NaAlCl6,-2.009850319500002
2313,Cs2NaAuBr6,-1.361198000068965
2314,Cs2NaAuCl6,-1.577567931068966
2315,Cs2NaBiBr6,-1.692775468068966
2316,Cs2NaBiCl6,-1.796543229000002
2317,Cs2NaBiI6,-1.285656405068965
2318,Cs2NaCaCl6,-2.04173653625
2319,Cs2NaCrCl6,-1.9078512452499998
2320,Cs2NaGaBr6,-1.668242770818965
2321,Cs2NaGaCl6,-1.9794202778189651
2322,Cs2NaInBr6,-1.716573456735632
2323,Cs2NaInCl6,-2.013801218735632
2247,Cs2NaInI6,-1.285723832735632
2248,Cs2NaMoBr6,-1.586868888068966
2249,Cs2NaMoCl6,-1.778304948000018
2250,Cs2NaMoI6,-1.153034087068966
2251,Cs2NaSbBr6,-1.638596316068965
2252,Cs2NaSbCl6,-1.913533248068965
2253,Cs2NaSbI6,-1.237659143068965
2254,Cs2NaScBr6,-2.090647527568966
2255,Cs2NaScCl6,-2.430181970568966
2256,Cs2NaScI6,-1.608572185568968
2257,Cs2NaTaBr6,-1.617391389802299
2258,Cs2NaTaCl6,-1.946303391802299
2259,Cs2NaTaI6,-1.167946801802299
2260,Cs2NaYBr6,-2.157973410068965
2261,Cs2NaYCl6,-2.491634642068965
2262,Cs2NaYI6,-1.6785762190689661
2263,Cs2Nb6PbCl18,-1.796092092196679
2264,Cs2NbAgS4,-1.290435189497126
2265,Cs2NbAgSe4,-1.193972837544
2266,Cs2NbCuSe4,-1.218640726085667
2268,Cs2Ni3S4,-0.9642947071455931
2269,Cs2Ni3Se4,-0.7741281118055571
2324,Cs2Pb(ICl)2,-1.709331011330049
2325,Cs2PbBr6,-1.477051876590038
2326,Cs2PbCl6,-1.742068167701147
2328,Cs2Pd(IBr2)2,-1.271828721034483
2329,Cs2Pd(ICl2)2,-1.437699943256705
2330,Cs2Pd3S4,-0.8843507479166671
2331,Cs2Pd3Se4,-0.8634484318055541
2332,Cs2PdBr6,-1.366955884367815
2333,Cs2PdCl4,-1.572084017142858
2335,Cs2PdCl6,-1.368716757222222
2337,Cs2PdI6,-1.040615926590038
2338,Cs2PdSe8,-0.5860474318181801
2339,Cs2Pt3S4,-0.882246507916666
2340,Cs2Pt3Se4,-0.838791477361111
2341,Cs2PtBr6,-1.409635323256703
2342,Cs2PtCl4,-1.534510231428571
2344,Cs2PtCl6,-1.432955294999999
2345,Cs2PtI6,-1.070568932145593
2346,Cs2RbAlBr6,-1.837406719681034
2347,Cs2RbAlCl6,-2.184768013681034
2348,Cs2RbAlI6,-1.361633925681034
2349,Cs2RbAuBr6,-1.374250371681034
2350,Cs2RbAuCl6,-1.593291858681035
2351,Cs2RbBiBr6,-1.706946280681034
2352,Cs2RbBiCl6,-1.975469918681034
2353,Cs2RbBiI6,-1.309371944681035
2354,Cs2RbGaBr6,-1.694576735431034
2355,Cs2RbGaCl6,-2.000220792431034
2356,Cs2RbGaI6,-1.260102767431034
2357,Cs2RbInBr6,-1.7372945553477002
2358,Cs2RbInCl6,-2.026760652347701
2359,Cs2RbInI6,-1.314679099347701
2360,Cs2RbSbBr6,-1.6528725636810342
2361,Cs2RbSbCl6,-1.919281520681034
2362,Cs2RbSbI6,-1.2610733296810341
2363,Cs2RbScBr6,-2.106820938181035
2364,Cs2RbScCl6,-2.438831018181035
2365,Cs2RbScI6,-1.633877158181035
2366,Cs2RbYBr6,-2.170296516681034
2367,Cs2RbYCl6,-2.495544132681034
2368,Cs2RbYI6,-1.700814875681035
2369,Cs2Re2S5,-1.063615395941889
2370,Cs2Re2Se5,-0.960656062892123
2371,Cs2Re3Se4I3,-1.046899940619614
2372,Cs2ReCl6,-1.558619941944445
2374,Cs2S,-1.192438348437498
2375,Cs2S3,-0.9696989546874981
2376,Cs2S5,-0.743681253794641
2377,Cs2SBrCl6,-1.199998675181034
2378,Cs2Sb4S7,-0.659070104783652
2379,Cs2Sb8S13,-0.507386843111414
2380,Cs2SbAuBr6,-1.314688800931034
2381,Cs2SbAuCl6,-1.5356811929310341
2382,Cs2SbAuI6,-0.983709885931034
2383,Cs2SbBr6,-1.5274097465900391
2384,Cs2SbCl6,-1.779874634367816
2386,Cs2ScAgBr6,-1.834310511597701
2387,Cs2ScAgCl6,-2.147683048597701
2388,Cs2ScAgI6,-1.386986988597701
2389,Cs2ScAuBr6,-1.716857844431035
2390,Cs2ScAuCl6,-1.856329277499995
2391,Cs2ScAuI6,-1.295620720431034
2392,Cs2ScCuCl6,-1.945297614749999
2393,Cs2ScHgBr6,-1.769550669681035
2394,Cs2ScHgCl6,-2.066120647681035
2395,Cs2ScHgI6,-1.339299918681035
2396,Cs2ScInBr6,-1.897423124097701
2397,Cs2ScInCl6,-2.073196200354171
2398,Cs2ScInI6,-1.443627259097701
2399,Cs2Se,-1.265029576354166
2410,Cs2Se3,-0.9840312844375001
2411,Cs2Se5,-0.7328415064732151
2412,Cs2SeCl6,-1.2756812115624991
2413,Cs2Sn(AuS2)2,-0.9287382332567041
2414,Cs2Sn2Hg3S8,-0.7845301964540231
2415,Cs2Sn3(SbS5)2,-0.858202121724137
2416,Cs2Sn3HgSe8,-0.869963365040025
2417,Cs2SnBr6,-1.609659967145594
2418,Cs2SnCl6,-1.7082079072222212
2419,Cs2SnI6,-1.163201927145591
2420,Cs2SnS14,-0.40528634893382104
2421,Cs2SnSe3,-1.100720237031249
2422,Cs2SnTe4,-0.864558556925287
2423,Cs2Ta6PbCl18,-1.7934185156781601
2424,Cs2TaAgBr6,-1.356169582831035
2425,Cs2TaAgCl6,-1.6582391008310342
2426,Cs2TaAgI6,-0.943102258831034
2427,Cs2TaAgS4,-1.326573578538793
2428,Cs2TaCl6,-2.064861539627081
2429,Cs2TaCuBr6,-1.293198004664368
2430,Cs2TaCuCl6,-1.598200449664368
2431,Cs2TaCuI6,-0.875837288664367
2432,Cs2TaS6,-0.8350687879604081
2433,Cs2TcCl6,-1.636041284999998
2434,Cs2TcI6,-1.040805984923372
2435,Cs2Te,-1.220100983333334
2436,Cs2Te10Mo9,-0.635344633141762
2437,Cs2Te13,-0.24450435011110902
2438,Cs2Te3,-0.9087276910000011
2439,Cs2Te5,-0.510822722761901
2440,Cs2TeBr6,-1.45449107844189
2441,Cs2TeCl6,-1.447215981666665
2442,Cs2TeI6,-1.070394815108554
2443,Cs2TeS3,-0.813716046197915
2444,Cs2Ti(AgS2)2,-1.2236720534418901
2445,Cs2Ti(CuSe2)2,-1.168822045779853
2446,Cs2Ti2S9,-1.323775741805922
2447,Cs2TiCl6,-2.06158007574074
2448,Cs2TiI6,-1.376752052515965
2449,Cs2TiS3,-1.621142408357278
2450,Cs2VAgS4,-1.229353878872125
2451,Cs2VCl6,-1.810474013888888
2452,Cs2WBr6,-1.4637018377011501
2453,Cs2WCl6,-1.812488828812256
2454,Cs2WS4,-1.204560789107144
2455,Cs2YAgBr6,-1.9004306030977012
2456,Cs2YAgCl6,-2.207876866097701
2457,Cs2YAgI6,-1.4560710330977011
2458,Cs2YAuBr6,-1.7802310989310342
2459,Cs2YAuCl6,-1.928428167749996
2460,Cs2YAuI6,-1.361819761931035
2461,Cs2YCl5,-2.4500347315625
2462,Cs2YCuBr6,-1.841111695931034
2463,Cs2YCuCl6,-2.022476435000006
2464,Cs2YCuI6,-1.390349050931035
2465,Cs2YHgBr6,-1.827719125181035
2466,Cs2YHgCl6,-2.120264513181035
2467,Cs2YHgI6,-1.400235686181035
2468,Cs2YInBr6,-1.9565378755977
2469,Cs2YInCl6,-2.134735461854148
2470,Cs2YInI6,-1.505596727597701
2471,Cs2Zn3S4,-1.15109476625
2472,Cs2ZnBi2S5,-0.9190624301562481
2473,Cs2ZnBr4,-1.7794852156157641
2474,Cs2ZnCl4,-1.900625419285715
2476,Cs2ZnI4,-1.395855208234811
2477,Cs2ZnSn3Se8,-0.9416736934328811
2478,Cs2Zr(AgTe2)2,-0.9844257721455931
2479,Cs2ZrCl6,-2.241028756666665
2480,Cs2ZrI6,-1.508440314367814
2481,Cs2ZrSe3,-1.6363833120312492
2482,Cs3(Cr5Se8)4,-0.903971328617555
2483,Cs3(Cu4Se3)2,-0.5587809209926501
2484,Cs3(FeS2)2,-1.035209494051723
2485,Cs3Ag2Sb3S8,-0.8063513457686771
2486,Cs3Ag9(SbS3)4,-0.5829080383559101
2487,Cs3AlBr6,-1.826127678896551
2488,Cs3AlCl6,-2.013091033499998
2489,Cs3AlI6,-1.356171234896552
2490,Cs3AlTe3,-1.168032883214282
2491,Cs3Au2Br11,-1.199117871185345
2492,Cs3AuBr6,-1.364355470896552
2493,Cs3Bi11Se18,-0.611306279550834
2494,Cs3Bi2Br9,-1.6039693781403952
2496,Cs3Bi2Cl9,-1.642765434464288
2499,Cs3Bi2I9,-1.211825776711825
2500,Cs3Bi7Se12,-0.7164949965340951
2501,Cs3BiBr6,-1.694286085896552
2503,Cs3BiCl6,-1.828836669499998
2504,Cs3BiI6,-1.302196187896552
2505,Cs3BiSe3,-1.132060919955356
2506,Cs3Ca2Cl7,-2.478872575624999
2507,Cs3CdBr5,-1.800928072662837
2508,Cs3CdI5,-1.457371055440613
2509,Cs3CoBr5,-1.644315800996168
2510,Cs3CoCl5,-1.8362032197222231
2511,Cs3CoI5,-1.285313343218389
2512,Cs3Cr2Br9,-1.625175163140391
2513,Cs3Cr2Cl9,-1.843279265535713
2515,Cs3Cr2I9,-1.169315127783251
2516,Cs3Cu2(BiS2)5,-0.679966887822925
2517,Cs3Cu20Te13,-0.35579550932311504
2518,Cs3Cu2Br5,-1.473205681896549
2519,Cs3Cu2Cl5,-1.547970491000001
2520,Cs3Cu2I5,-1.199703301896553
2521,Cs3CuTeS9,-0.827129019330869
2522,Cs3Fe2Cl9,-1.734115075283251
2524,Cs3FeBr5,-1.6621165554406132
2525,Cs3FeS3,-1.108833388423644
2526,Cs3FeSe3,-1.066748727285254
2527,Cs3GaBr6,-1.684047033646552
2528,Cs3GaCl6,-1.984336594646551
2529,Cs3GaI6,-1.255139862646552
2530,Cs3GaSe3,-1.284426346741071
2531,Cs3Hf2CuTe10,-0.9878017191020111
2532,Cs3HgBr5,-1.670960754051726
2533,Cs3HgCl5,-1.871461049885058
2534,Cs3HgI5,-1.3631212136350581
2536,Cs3In2Cl9,-1.775917081249998
2537,Cs3InBr6,-1.7254261675632132
2538,Cs3InCl6,-1.879228522000016
2539,Cs3InI6,-1.308575114563219
2540,Cs3Li2Br5,-1.944011396063218
2542,Cs3Li2Cl5,-2.100931613583332
2543,Cs3Li2I5,-1.58983028506322
2544,Cs3LiBr4,-1.9514935659123562
2546,Cs3LiCl4,-2.084680364583336
2547,Cs3LiI4,-1.634236638412356
2548,Cs3Mg2Cl7,-2.280204703247127
2549,Cs3MnBr5,-1.79901894743295
2550,Cs3MnCl5,-2.031326017998083
2551,Cs3MnI5,-1.421442310766285
2552,Cs3Mo15Se17,-0.887837492680265
2553,Cs3Mo2Br9,-1.480287065283252
2554,Cs3Mo2Cl9,-1.656949164107142
2555,Cs3Mo2I9,-1.035583386711823
2556,Cs3Nb2I9,-1.196536071354682
2557,Cs3Nb2S11,-1.200589469935343
2558,Cs3Nb2Se11,-1.101204967952922
2559,Cs3Nb6SBr17,-1.520454573387609
2560,Cs3NiCl5,-1.794514441388885
2561,Cs3Re3(SI)4,-1.236948106533252
2562,Cs3Re6(S4Cl3)2,-1.318742496476761
2563,Cs3Re6(SCl)7,-1.355104250715891
2564,Cs3Ru2Cl9,-1.606218473140392
2565,Cs3Sb2Br9,-1.542848295997538
2566,Cs3Sb2Cl9,-1.814263952068962
2569,Cs3Sb2I9,-1.149382419568967
2571,Cs3Sb5S9,-0.702253898400733
2572,Cs3Sb5Se9,-0.6836086259742661
2573,Cs3SbBr6,-1.640232474896552
2574,Cs3SbCl6,-1.901275257896551
2575,Cs3SbI6,-1.254157533896552
2576,Cs3SbS3,-1.150135861562497
2577,Cs3SbS4,-1.092780222968748
2578,Cs3SbSe3,-1.144839279241068
2579,Cs3SbSe4,-1.070998582031251
2580,Cs3Sc2Br9,-2.16895047028325
2581,Cs3Sc2Cl9,-2.377844639107142
2582,Cs3ScBr6,-2.091842811396552
2584,Cs3ScCl6,-2.336381622249999
2585,Cs3ScI6,-1.624866260396552
2586,Cs3SnTe3,-1.04323173628079
2587,Cs3Ta2S11,-1.225006255070761
2588,Cs3TaS4,-1.549274933287355
2589,Cs3Te13Mo12,-0.45467291073686406
2590,Cs3Te17Mo15,-0.62075135663711
2592,Cs3Te22,-0.276106410399997
2594,Cs3Ti2Cl9,-2.075082679345237
2595,Cs3Ti3Te11,-1.014469894252873
2596,Cs3V2Cl9,-1.908414736249998
2597,Cs3VS4,-1.444629510495686
2598,Cs3VSe4,-1.241305998281248
2599,Cs3W2Cl9,-1.691383276354679
2600,Cs3Y2Br9,-2.244489987426106
2601,Cs3Y2Cl9,-2.47087584875
2602,Cs3Y7Se12,-2.124948892443182
2603,Cs3YBr6,-2.154735999896552
2604,Cs3YCl6,-2.367006964249998
2605,Cs3YI6,-1.6910098568965521
2606,Cs3ZnBr5,-1.838503046551725
2607,Cs3ZnCl5,-1.9658915391666651
2608,Cs3ZnI5,-1.47247341238506
2609,Cs3Zr2I9,-1.462734052426111
2610,Cs3Zr7MnCl20,-2.15828433054505
2611,Cs4Au6S5,-0.7809329449375011
2613,Cs4BiSbCl12,-1.807338171312261
2614,Cs4Cu(SbCl6)2,-1.730715897822142
2615,Cs4FeSbCl12,-1.724803834367816
2616,Cs4Ga2Se5,-1.242127720028409
2617,Cs4Ga3FeS8,-1.214107412570042
2618,Cs4Hf3Se14,-1.35411212387777
2619,Cs4In2S5,-1.236686941732952
2620,Cs4InSbCl12,-1.8347721408492972
2622,Cs4Mg(TiS3)2,-1.397275469637488
2624,Cs4MgNb2(AgS4)2,-1.14078502158553
2627,Cs4MgTi2(AgS2)4,-1.114679568787053
2628,Cs4Mn(SbCl6)2,-1.82619681376588
2629,Cs4Nb2S11,-1.248800376683569
2630,Cs4PbBr6,-1.874402509874607
2631,Cs4PbCl6,-2.096315506692791
2632,Cs4PbI6,-1.5288608739655132
2694,Cs4Re6S13,-1.048543179613942
2695,Cs4Re6Se13,-0.929616752134326
2696,Cs4Sb14S23,-0.5275845406326211
2697,Cs4Sn2Te7,-0.896056102714413
2698,Cs4Sr(SnSe3)3,-1.21001066027732
2699,Cs4Ta2S11,-1.2765413847521971
2700,Cs4Tc6S13,-0.972455731589674
2701,Cs4TeSe15,-0.44511274739718004
2702,Cs4Ti3S14,-1.352461642077174
2703,Cs4Zr3S14,-1.459683590648603
2704,Cs4Zr3Se14,-1.231093151517855
2705,Cs4Zr3Te16,-1.033387468055971
2706,Cs5CoAgCl8,-1.7034623704999752
2707,Cs5Ga3Se7,-1.222269944895833
2708,Cs5Mo21Se23,-0.9045509433098391
2709,Cs5Nb2S4Br9,-1.669026671163793
2710,Cs5Nb2S4Cl9,-1.881543902413791
2711,Cs5Re6S8Cl7,-1.477055087433687
2712,Cs5Tc6S8Br7,-1.404990412433687
2713,Cs5Te3,-1.189229695624998
2714,Cs5Ti6AgSe27,-1.170046525723686
2655,Cs7(FeS2)4,-1.047283233294008
2656,Cs7Cd3Br13,-1.756576808155922
2657,Cs8(Re4S9)3,-1.048260928398753
2659,Cs9Fe2S7,-0.9260558246886971
2660,Cs9Fe2Se7,-1.103992413655712
2661,CsAg2BiS3,-0.6870099889983571
2662,CsAg2I3,-0.892772558831416
2663,CsAg3S2,-0.49726753177083305
2664,CsAg3Se2,-0.58239625405711
2665,CsAg3Te2,-0.48878861499999904
2666,CsAg5Se3,-0.47073491083552704
2667,CsAg5Te3,-0.36323274444444503
2668,CsAg7S4,-0.314710139895832
2670,CsAgBr2,-1.351501942830461
2671,CsAgBr3,-1.237065829264368
2675,CsAgCl2,-1.397385576249998
2676,CsAgCl3,-1.261134702499998
2677,CsAgSb4S7,-0.6540880306786021
2678,CsAgSe4,-0.712835215532804
2679,CsAlBr4,-1.813217334942527
2680,CsAlCl4,-2.006979204583333
2681,CsAlTe3,-0.8045202115000021
2682,CsAu3S2,-0.5690842609375011
2683,CsAu3Se2,-0.540020384687499
2685,CsAuBr3,-1.218823183931034
2687,CsAuCl3,-1.194202064500001
2688,CsAuCl4,-1.077038575
2689,CsAuI3,-0.94590951493103
2690,CsAuS,-0.9060417276041661
2691,CsAuSe,-0.8916692380208341
2692,CsAuSe3,-0.580733772437503
2693,CsBa2Br5,-2.465913014956898
2633,CsBa2SnS4Cl,-1.835999781072796
2634,CsBa3Ga5(Se5Cl)2,-1.54864705764727
2635,CsBaI3,-1.922469316431036
2636,CsBaVS4,-1.679364381022167
2637,CsBi2Br7,-1.363464121965517
2638,CsBi3S5,-0.6585908918402791
2639,CsBi3Se5,-0.6760861061458361
2640,CsBi4Se7,-0.579970496783872
2641,CsBiS2,-0.8667762614062541
2642,CsBiSe2,-0.8080232826562541
2643,CsBr,-2.051713427327584
2645,CsBr3,-1.378872292413793
2646,CsCaBr3,-2.304029258931034
2649,CsCaCl3,-2.5344200994999992
2653,CsCaI3,-1.8410043884310312
2654,CsCaTa6Cl18,-1.899356441294429
2731,CsCdAuS2,-0.8536747171249881
2732,CsCdBr3,-1.585478883931036
2735,CsCdCl3,-1.703871709499998
2736,CsCdInTe3,-0.8478992314703061
2737,CsCl,-2.171597246249998
2739,CsCoCl3,-1.5149197285
2740,CsCoCuS2,-0.622247969642856
2742,CsCr5S8,-1.086487999261083
2743,CsCr5Se8,-0.9177457013147001
2744,CsCr5Te8,-0.568581783070606
2745,CsCrBr3,-1.4501271429310352
2746,CsCrCl3,-1.721930033499998
2749,CsCrI2,-0.7473401474137931
2752,CsCrI3,-1.034791208431034
2753,CsCu(BiS2)2,-0.623689597239607
2754,CsCu2Br3,-1.063013854942529
2755,CsCu2Cl3,-1.097189427916667
2756,CsCu2I3,-0.8082268882758621
2757,CsCu2ICl2,-1.139822898275862
2758,CsCu3S2,-0.6124818376041661
2715,CsCu4S3,-0.475161472304687
2716,CsCu4Se3,-0.45421623839843506
2718,CsCu5S3,-0.44645728829861103
2719,CsCuBr3,-1.249501644431033
2720,CsCuCl3,-1.332224125499999
2724,CsCuS4,-0.531011361458332
2725,CsCuS6,-0.398226909609373
2726,CsCuSe4,-0.5096873618750001
2727,CsCuTeS3,-0.716174615220305
2728,CsFe2S3,-0.9502893320258561
2729,CsFe2Se3,-0.7575462427810741
2730,CsFe2Te3,-0.45155915244252803
2775,CsFeBr3,-1.245290631931034
2776,CsFeBr4,-1.366222624525862
2777,CsFeCl3,-1.645267076931034
2778,CsFeCl4,-1.680095264109195
2779,CsFeCuS2,-0.7854010069310341
2780,CsFeI4,-0.9393675736925281
2781,CsFeS2,-1.024252454913791
2782,CsGa3S5,-1.032267986284722
2783,CsGa5(HgSe3)4,-0.7992837652400101
2784,CsGaBr4,-1.611976532442529
2785,CsGaCl4,-1.938585905775863
2786,CsGaS2,-1.23019863640625
2787,CsGaS3,-0.9870333631875011
2788,CsGaSe3,-0.9375506284375
2789,CsGaTe2,-0.8982057531250011
2759,CsHf2Br9,-1.9277611662212641
2760,CsHfCu3Se4,-0.7620884521144641
2761,CsHg2Br5,-1.157373246206897
2762,CsHg5Cl11,-1.1762758695385411
2764,CsHgBr2Cl,-1.373529238431036
2765,CsHgBr3,-1.345134266097705
2767,CsHgBrCl2,-1.444343901431036
2771,CsHgCl3,-1.553024571764372
2774,CsHgSbSe3,-0.748989510697738
2794,CsI,-1.729146057327588
2795,CsI2Br,-1.055588396163791
2796,CsI3,-1.113519470538793
2797,CsI4,-0.9757700474310381
2798,CsICl2,-1.414317306163793
2799,CsIn5S8,-0.8742669166071401
2800,CsInBr3,-1.546272448264368
2803,CsInCl3,-1.643319195499998
2804,CsInHgS3,-0.9308338393869731
2807,CsInI3,-1.15781627026437
2809,CsInI4,-1.158595765636974
2810,CsInS2,-1.178435854531249
2811,CsInSe2,-1.153762355156246
2812,CsInTe2,-0.931109072187499
2813,CsK(Fe2S3)2,-0.9309082651587631
2814,CsK2AlBr6,-1.724880192415517
2815,CsK2AlCl6,-2.072619832415517
2816,CsK2AlI6,-1.248823902415517
2817,CsK2BiCl6,-1.9879917381655172
2818,CsK2GaCl6,-1.8865921271655162
2819,CsK2InCl6,-1.904217944082184
2820,CsK2SbCl6,-1.790849352415517
2821,CsK2ScCl6,-2.313783583915517
2822,CsK5Zn4Sn5S17,-1.08457020151266
2823,CsKICl,-1.926184725476293
2825,CsLi2Br3,-1.8925148618869732
2826,CsLi2Cl3,-2.089566094722221
2828,CsLi2I3,-1.5072624035536402
2829,CsLi3Br4,-1.838447288081896
2830,CsLi3Cl4,-2.045270727187495
2831,CsLi3I4,-1.4880442668318952
2832,CsLiBr2,-1.936695364497127
2833,CsLiCl2,-2.116468611041666
2835,CsLiI2,-1.551980883872126
2836,CsLiICl,-1.657623481997126
2837,CsLiMnS2,-1.248635223183907
2838,CsLiZnS2,-1.3275438255977
2863,CsMgBr3,-1.973241884931035
2864,CsMgCl3,-2.313710576931034
2865,CsMgI3,-1.488573451931037
2866,CsMn4Cl9,-1.698181232173644
2867,CsMnBr3,-1.567758125517241
2868,CsMnCl3,-1.9012585557298851
2869,CsMnCu3Se4,-0.48573498676262805
2870,CsMnI3,-1.133208356517244
2871,CsMnInTe3,-0.8493518094971271
2872,CsMnSe2,-1.069361751662018
2873,CsMnTe2,-0.840808900787354
2874,CsMo3Br3Cl4,-1.404492303377743
2875,CsMo3Cl7,-1.305591730227273
2876,CsMo3I3Cl4,-1.224131454741379
2877,CsMo3I7,-0.8395607376959251
2878,CsMo6Se7,-0.875004013290102
2839,CsNaICl,-1.770732284008621
2840,CsNaS,-1.274295310937501
2841,CsNaSe,-1.313769136354165
2842,CsNaTe,-1.229981633333333
2843,CsNb(CuTe2)2,-0.702966825165229
2844,CsNb3SBr7,-1.49095038601293
2845,CsNb3VCl11,-1.558155052890622
2846,CsNb4Br11,-1.394795754353447
2847,CsNb4Cl11,-1.556460165468748
2848,CsNb6I11,-0.7974611827586201
2849,CsNbCl6,-1.659623680624999
2850,CsNiBr3,-1.296095052931037
2851,CsNiCl3,-1.5317842365
2852,CsPb2Br5,-1.500950879331894
2854,CsPb2Cl5,-1.7664631599569
2855,CsPb2I5,-1.097307919331895
2859,CsPbBr3,-1.634369591431033
2861,CsPbCl3,-1.88679431093104
2881,CsPbI2Br,-1.350987620931034
2884,CsPbI3,-1.263226744931036
2885,CsPd2Cl5,-1.017405635000001
2887,CsPdBr3,-1.235734314931034
2889,CsPdCl3,-1.268996981
2890,CsPt2Se3,-0.7859265695312461
2891,CsPtBr3,-1.014211876931034
2892,CsRb(MnCl3)2,-1.839611867426723
2893,CsRb2AlBr6,-1.7746722194655171
2894,CsRb2AlCl6,-2.120574464465517
2895,CsRb2AlI6,-1.300768406465517
2896,CsRb2AuBr6,-1.310372627465517
2897,CsRb2AuCl6,-1.526740434465517
2898,CsRb2GaBr6,-1.631824409215517
2899,CsRb2GaCl6,-1.935375905215517
2900,CsRb2GaI6,-1.199179196215517
2901,CsRb2InBr6,-1.669765428132183
2902,CsRb2InCl6,-1.955962466132183
2903,CsRb2SbCl6,-1.844532827465517
2904,CsRb2ScBr6,-2.036122084965517
2905,CsRb2ScCl6,-2.365392163965517
2906,CsRb2YBr6,-2.096308063465517
2907,CsRb2YCl6,-2.418319629465517
2909,CsRe2OsSe4Cl3,-1.130443673548198
2910,CsRe3(S2Br)2,-1.145631414965517
2911,CsRe3(Se2Br)2,-1.033578576153017
2912,CsRe6S8Br3,-1.023868638869732
2913,CsRe6Se8I3,-0.80964965602251
2914,CsReBr4,-1.209774888900864
2915,CsReBrCl3,-1.4594489203591952
2916,CsReCl4,-1.284539347361108
2917,CsReS2,-1.045500260122126
2919,CsS,-1.107907756406248
2920,CsS3,-0.655204124609374
2921,CsSbCl6,-1.5385505774568982
2922,CsSbS2,-0.854614326406252
2923,CsSbS6,-0.44357537148437404
2924,CsSbSI2,-0.9555736474310341
2931,CsSbSe2,-0.8353274714062481
2932,CsSc3(CuTe3)2,-1.177219663721264
2933,CsScBr3,-2.010450238931035
2936,CsScCl3,-2.2092879565
2937,CsScI3,-1.5445554889310351
2938,CsSe,-0.729525776406248
2939,CsSe4,-0.401577691078122
2943,CsSeBr3,-1.119503245399785
2944,CsSn2Br5,-1.396666334956897
2945,CsSn2Cl5,-1.3908436603125
2946,CsSnBr3,-1.572084271431037
2949,CsSnCl3,-1.577583273000002
2952,CsSnI3,-1.181536319931034
2954,CsSnS3,-0.8394699596875
2955,CsSnSe3,-0.9688896639924571
2957,CsSr2I5,-1.9041816608943951
2958,CsSrBr3,-2.347495262931036
2962,CsSrCl3,-2.540642339499999
2966,CsSrI3,-1.890947640931032
2968,CsSrTa6Cl18,-1.912037759948276
2969,CsTa(CuTe2)2,-0.6819976182693961
2970,CsTa6PbCl18,-1.7622041180251982
2971,CsTaCl6,-2.032214450248564
2972,CsTaI6,-1.021720585873563
2973,CsTaS3,-1.4348068958976912
2975,CsTaSe3,-1.175393063904167
2976,CsTaTe3,-0.842346070397699
2977,CsTc3(Se2Br)2,-0.9310131939030171
2978,CsTe,-1.0644603675
2979,CsTe4,-0.47848127700000004
2980,CsTe7,-0.20257257208333002
2981,CsTe7Mo6,-0.6012330215229731
2982,CsTeAu,-0.710220707107279
2984,CsTeSe3,-0.7501604921706181
2985,CsTi(NbCl3)6,-1.539882631410242
2986,CsTi2(CuTe4)2,-0.771644519973474
2988,CsTi2Cl7,-1.936135250583333
2989,CsTi2I7,-1.1057866701321841
2990,CsTi5Se8,-1.4712912017908462
2991,CsTiBr3,-1.7109803175976999
2992,CsTiCl3,-1.946154178833333
2994,CsTiCu3Se4,-0.951975477484833
2995,CsTiI3,-1.2629454575977
2996,CsTiS2,-1.469059476997126
3007,CsV5S8,-1.262341129975369
3008,CsV5Se8,-1.068442948035713
3009,CsVBr3,-1.582757883931035
3010,CsVCl3,-1.913989785499998
3011,CsVCu3Se4,-0.5555849351388651
3012,CsVI3,-1.140282601931036
3013,CsW3Br3Cl4,-1.235876348150469
3015,CsW3Br7,-1.078692503832287
3016,CsW3Cl7,-1.3631574513322882
3017,CsW3I3Cl4,-1.049379071559561
3018,CsWCl6,-1.6369536524568962
3019,CsY(NbBr3)6,-1.514493012486737
3020,CsY2Cl7,-2.530575375250001
3021,CsY2CuTe4,-1.311749573915229
3022,CsYCdSe3,-1.580625101947736
3023,CsYHgSe3,-1.455908979031071
2997,CsYMnSe3,-1.565006222436242
2998,CsYZnSe3,-1.644911321947737
2999,CsYZnTe3,-1.308942534942528
3000,CsZr6MnCl14,-2.061192272617555
3001,CsZr6MnI14,-1.212039032844827
3002,CsZrCu3Se4,-0.753559454336686
3003,CsZrCuSe3,-1.355285959447736
3004,Cu(IrS2)2,-0.47733921589285605
3005,Cu(Mo3S4)2,-0.7055114344999991
