,formula,Eform
64646,Cr1Cu1Na1S3,-0.82427158464862
25795,Cr1Cu1Na1Se1Te2,-0.390268351253051
25793,Cr1Cu1Na1Se2Te1,-0.50707172403083
39616,Cr1Cu1Na1Se3,-0.6054322147252739
34301,Cr1Cu1Na1Te3,-0.38038107889194
10660,Cr1Cu1Nb1Te1,0.338160459166667
29128,Cr1Cu1Pb1S3,-0.595036775340012
29206,Cr1Cu1Pb1Se3,-0.37500139
33549,Cr1Cu1Pb1Te3,-0.153467081666665
40999,Cr1Cu1Rb1S1Se1Te1,-0.6634702420577815
40859,Cr1Cu1Rb1S1Se2,-0.7122538181688931
41008,Cr1Cu1Rb1S1Te2,-0.5718505617800028
40970,Cr1Cu1Rb1S2Se1,-0.7916684438377857
26785,Cr1Cu1Rb1S2Te1,-0.686030891893341
34247,Cr1Cu1Rb1S3,-0.855740127840011
41009,Cr1Cu1Rb1Se1Te2,-0.48039059277777635
26569,Cr1Cu1Rb1Se2Te1,-0.542510496388888
34479,Cr1Cu1Rb1Se3,-0.639143996666666
60305,Cr1Cu1Rb1Se5,-0.3596890781250002
34752,Cr1Cu1Rb1Te3,-0.425900264166665
87401,Cr1Cu1Rb2S4,-0.9871793282566785
22677,Cr1Cu1S1,0.101667411995547
317,Cr1Cu1S2,-0.657220669506678
33858,Cr1Cu1S3Sn1,-0.558588048981878
66489,Cr1Cu1S3Sr1,-1.1746047520066778
10663,Cr1Cu1Sb1Te1,0.353363430416668
296,Cr1Cu1Se2,-0.370513475
29326,Cr1Cu1Se3Sn1,-0.337419413641867
66280,Cr1Cu1Se3Sr1,-0.918365384999999
29159,Cr1Cu1Sn1Te3,-0.120305144475199
66649,Cr1Cu1Sr1Te3,-0.6405406699999983
10667,Cr1Cu1Ta1Te1,0.463745266666668
14688,Cr1Cu1Te1,0.226159722222224
10671,Cr1Cu1Te1V1,0.395219976666668
55125,Cr1Cu1Te2,0.007243920833334805
61728,Cr1Cu1Te4,-0.10265373555555317
21932,Cr1Cu2Hg1S4,-0.445536423877463
21933,Cr1Cu2Hg1Se4,-0.218348260620783
55111,Cr1Cu2Hg1Te4,-0.03512991103744856
57356,Cr1Cu2I2S1,-0.2820595814783318
53745,Cr1Cu2I4,-0.26084564567332386
54720,Cr1Cu2K1S4,-0.7780284688816783
59823,Cr1Cu2K1Se4,-0.5317912299999996
22017,Cr1Cu2Mn1S4,-0.578840352480817
56244,Cr1Cu2Na2S4,-0.8105195941951912
59821,Cr1Cu2Rb1S4,-0.791169244506678
60891,Cr1Cu2Rb2S4,-0.8893537806726033
56362,Cr1Cu2S3,-0.5305670086733455
58405,Cr1Cu2S4,-0.4105892894362029
21934,Cr1Cu2S4Sn1,-0.497512096613079
55640,Cr1Cu2S4Zn1,-0.6140595270066784
55457,Cr1Cu2Se3,-0.24120571166666652
21935,Cr1Cu2Se4Sn1,-0.2728805783564
22087,Cr1Cu2Se4Zn1,-0.33982339875
53820,Cr1Cu2Sn1Te4,-0.08542632377306525
13039,Cr1Cu2Te1,0.374382064166667
55942,Cr1Cu2Te3,-0.1253545558333317
55114,Cr1Cu2Te4Zn1,-0.10522198291666518
69662,Cr1Cu3S2Se2,-0.37105129975333906
96087,Cr1Cu3S4,-0.5674076245066777
33073,Cr1Cu3Se4,-0.3249326225
53893,Cr1Cu3Te4,-0.10549195291666447
66964,Cr1Cu4K1S4,-0.5042642966053428
55836,Cr1Cu4S4,-0.44396944067260335
66425,Cr1Fe1K1S3,-0.8798403511733456
66358,Cr1Fe1K1Se3,-0.6261555666666657
66773,Cr1Fe1K1Te3,-0.3599279566666649
102530,Cr1Fe1Li1S3,-0.8076070636733448
102542,Cr1Fe1Li1Se3,-0.514436545
102554,Cr1Fe1Li1Te3,-0.21100952999999834
77488,Cr1Fe1Mn1S4,-0.6730572356923606
77489,Cr1Fe1Mn1Se4,-0.35578308661330027
67199,Cr1Fe1Na1S3,-0.8845696679819532
102580,Cr1Fe1Na1Se3,-0.5163793751419412
67845,Cr1Fe1Na1Te3,-0.2601313309752727
66420,Cr1Fe1Rb1S3,-0.8721106645066777
66481,Cr1Fe1Rb1Se3,-0.6259559399999995
66645,Cr1Fe1Rb1Te3,-0.3638708624999983
61352,Cr1Fe1Se3,-0.31308154649999975
76670,Cr1Fe1Te1,0.11551044888888977
4161,Cr1Fe1Te2,0.363320955833335
20878,Cr1Fe1Te3,0.0321580980000014
74828,Cr1Fe2I8,-0.36016399903877594
21523,Cr1Fe2S4,-0.62399333515049
1055,Cr1Fe2Se4,-0.300950225714285
6952,Cr1Fe2Te1,0.320964926666667
21524,Cr1Fe2Te4,-0.0602751876190461
35117,Cr1Ga1I6Rb2,-0.91993340495699
65635,Cr1Ga1I7,-0.4337719646664691
102595,Cr1Ga1K1S3,-0.8542394453400117
102608,Cr1Ga1K1Se3,-0.6385399916666662
102619,Cr1Ga1K1Te3,-0.40712866166666534
102525,Cr1Ga1Li1S3,-0.8920850211733455
102537,Cr1Ga1Li1Se3,-0.6441792975000004
102549,Cr1Ga1Li1Te3,-0.37743576416666497
23067,Cr1Ga1Mg1S4,-0.783750781817157
102560,Cr1Ga1Na1S3,-0.8818960346486199
102573,Cr1Ga1Na1Se3,-0.6481727609752745
102583,Cr1Ga1Na1Te3,-0.3954601243086066
102624,Cr1Ga1Rb1S3,-0.8190953095066789
102642,Cr1Ga1Rb1Se3,-0.6126892008333336
102654,Cr1Ga1Rb1Te3,-0.39217220083333143
68681,Cr1Ga1S1Se3,-0.361939454835559
68675,Cr1Ga1S2Se2,-0.4315577738377853
94941,Cr1Ga1S3,-0.8641885719080143
68685,Cr1Ga1S3Se1,-0.5006047728400121
8607,Cr1Ga1Se3,-0.576990737
14684,Cr1Ga1Te1,0.151350677222223
4004,Cr1Ga1Te2,0.224374937083335
55281,Cr1Ga2I8,-0.570178729038776
68990,Cr1Ga2S1Se3,-0.5141259948590512
69029,Cr1Ga2S2Se2,-0.585636452575245
69005,Cr1Ga2S3Se1,-0.6505020031485823
645,Cr1Ga2S4,-0.775420002293347
53806,Cr1Ga2Se4,-0.44909616285714293
13033,Cr1Ga2Te1,0.269156274166668
39695,Cr1Hf1K1S3,-1.3326248028400123
24029,Cr1Hf1K1Se3,-0.992974141666667
11004,Cr1Hf1Mg1Te1,0.320035698124999
24101,Cr1Hf1Na1S3,-1.25798058631529
24453,Cr1Hf1Na1Se3,-0.937592403475275
23845,Cr1Hf1Pb1S3,-1.00727587367335
39298,Cr1Hf1Rb1S3,-1.3264912253400123
24281,Cr1Hf1Rb1Se3,-0.992582073333333
47995,Cr1Hf1S4,-1.059047216842237
48025,Cr1Hf1Se4,-0.7082054841666666
11709,Cr1Hf1Te1,0.12555905388889
4193,Cr1Hf1Te2,-0.051174692916665
58663,Cr1Hf1Te3,-0.458949012999998
64294,Cr1Hf1Te4,-0.3349200888888871
4919,Cr1Hf2Te1,0.250625721666667
43363,Cr1Hg1I6K2,-0.8099872649536171
31585,Cr1Hg1I6Rb2,-0.848544845953617
104018,Cr1Hg1K1S3,-0.66891524533439
104037,Cr1Hg1K1Se3,-0.4952291083277114
104048,Cr1Hg1K1Te3,-0.30275926332770986
55140,Cr1Hg1K2Se4,-0.6430196568707833
67865,Cr1Hg1Li1S3,-0.6949986728343903
67275,Cr1Hg1Li1Se3,-0.4936758566610446
67547,Cr1Hg1Li1Te3,-0.27190465582771023
68298,Cr1Hg1Na1S3,-0.6877335913096646
68100,Cr1Hg1Na1Se3,-0.4932041076363192
68209,Cr1Hg1Na1Te3,-0.288704668469651
67063,Cr1Hg1Rb1S3,-0.6983075403343898
67198,Cr1Hg1Rb1Se3,-0.5293939141610444
67660,Cr1Hg1Rb1Te3,-0.34853965832771
54153,Cr1Hg1S3,-0.20036789640126784
57219,Cr1Hg1Se3,-0.12838094099325303
14682,Cr1Hg1Te1,0.138646477233467
4697,Cr1Hg1Te2,0.386968199591768
55067,Cr1Hg2Se4,-0.160184492847505
12953,Cr1Hg2Te1,0.360637606683533
60718,Cr1Hg3I1Se4,-0.11705703636968047
20860,Cr1I1,0.245455078785842
62861,Cr1I12Y7,-1.19028865670699
91612,Cr1I13,-0.26100625832629426
94885,Cr1I18In1,-0.33878301318548554
95430,Cr1I18Os1,-0.22319470068548525
94924,Cr1I18Rh1,-0.2987782171854853
94778,Cr1I18Ru1,-0.26419867418548504
94766,Cr1I18V1,-0.3335936361854852
45892,Cr1I1Na1,0.25111099890667826
29769,Cr1I1Nb3,1.85692871151434
29610,Cr1I1Ni3,1.11933255751434
90019,Cr1I1S1,-0.7248285854805587
35448,Cr1I1S4,-0.454381524746958
62950,Cr1I1Se1,-0.5404035774761056
93469,Cr1I1Se4,-0.28388598790471953
90017,Cr1I1Te1,-0.35875594525388266
39848,Cr1I1Te2,-0.2600109485237443
70552,Cr1I1Te4,-0.11389540762693902
77583,Cr1I2,-0.41548173161887786
91696,Cr1I29,-0.17002978234737326
43393,Cr1I2Mg1,-0.09360120350582601
46593,Cr1I2S2Sc1,-1.220860402980558
46612,Cr1I2S2Zr1,-1.076667287147225
33164,Cr1I3,-0.556580055571238
91857,Cr1I31,-0.16549335485243222
51720,Cr1I3In1,-0.4596754229569903
53065,Cr1I3K1,-0.8490596494569903
42837,Cr1I3Mn1,0.10370004278438998
8673,Cr1I3Rb1,-0.878939747956991
57118,Cr1I4,-0.3791576379426534
69094,Cr1I4Li2,-0.8396070899590384
57659,Cr1I4Rb2,-1.0405616999590381
94711,Cr1I4Sc4,-0.8828194066348074
70868,Cr1I5,-0.3406281828569308
94998,Cr1I6,-0.29529894493855735
50060,Cr1I6In1,-0.5867764080712381
37760,Cr1I6In1K2,-0.8985076384569904
31589,Cr1I6In1Rb2,-0.93986466945699
21748,Cr1I6In2,-0.425924761618878
50061,Cr1I6Ir1,-0.40622535307123764
35124,Cr1I6K1Rb2,-1.10891365495699
51690,Cr1I6K2,-0.8952325971744336
35088,Cr1I6K2Li1,-1.02855796145699
31576,Cr1I6K2Na1,-1.05007065154215
43369,Cr1I6K2Ni1,-0.7273868914569899
31569,Cr1I6K2Sc1,-1.09386968995699
35110,Cr1I6Li1Rb2,-1.06259726545699
71204,Cr1I6Mn1,-0.5050882541703752
35133,Cr1I6Mn1Rb2,-0.8861580948363
35138,Cr1I6Na1Rb2,-1.08884983854216
35146,Cr1I6Ni1Rb2,-0.75868236845699
43365,Cr1I6Pd1Rb2,-0.8062194184569901
35156,Cr1I6Pt1Rb2,-0.73114571545699
21842,Cr1I6Rb2,-0.928059922729989
35158,Cr1I6Rb2Rh1,-0.75597326545699
35111,Cr1I6Rb2Sc1,-1.13207320595699
35164,Cr1I6Rb2Te1,-0.741682950790323
50047,Cr1I6Sb1,-0.5087266549462379
50050,Cr1I6Y1,-1.030993099946238
95049,Cr1I7,-0.24419623649977718
65537,Cr1I7Te1,-0.2942319767035053
65009,Cr1I8Li6,-1.1041441012951023
90177,Cr1I9,-0.3212521221854853
102596,Cr1In1K1S3,-0.854051422840012
102609,Cr1In1K1Se3,-0.6566155908333329
102620,Cr1In1K1Te3,-0.43048355083333156
102526,Cr1In1Li1S3,-0.8668562670066784
102538,Cr1In1Li1Se3,-0.6446652766666668
102550,Cr1In1Li1Te3,-0.39229309833333187
63947,Cr1In1Mn1S3,-0.6368132518055288
63246,Cr1In1Mn1Se3,-0.38603085396551745
63296,Cr1In1Mn1Te3,-0.1314972314655153
102562,Cr1In1Na1S3,-0.8680111254819535
102576,Cr1In1Na1Se3,-0.6556409184752751
102584,Cr1In1Na1Te3,-0.41262901347527325
102625,Cr1In1Rb1S3,-0.8248436970066789
102643,Cr1In1Rb1Se3,-0.6344254283333335
102657,Cr1In1Rb1Te3,-0.4178716233333315
68686,Cr1In1S1Se3,-0.334501892335559
55388,Cr1In1S2,-0.6558040120066781
57209,Cr1In1S3,-0.510113755408014
23830,Cr1In1S3Zr1,-1.03228092867334
53610,Cr1In1S4,-0.5235446793422381
24272,Cr1In1Sc1Se3,-0.855386190000001
54889,Cr1In1Se3,-0.5089315370000002
24465,Cr1In1Se3Zr1,-0.746542358333334
20316,Cr1In1Te1,0.172179512222223
53582,Cr1In1Te2,-0.19713349416666492
38741,Cr1In1Te3,-0.047536445999998025
55521,Cr1In2S4,-0.6545285208647746
68982,Cr1In2Se3Te1,-0.3530362047619044
53810,Cr1In2Se4,-0.41222337999999986
56862,Cr1In2Sn1Te4,-0.09137380752306523
13037,Cr1In2Te1,0.313162141666668
57011,Cr1In3S4,-0.5162941970066788
57008,Cr1In3Se4,-0.33178632125000007
102602,Cr1Ir1K1S3,-0.6748853245066785
102615,Cr1Ir1K1Se3,-0.44187124583333315
102631,Cr1Ir1K1Te3,-0.27422673749999876
99141,Cr1Ir1Li1S3,-0.6770640370066788
102544,Cr1Ir1Li1Se3,-0.41771582999999995
102556,Cr1Ir1Li1Te3,-0.22646197666666565
102568,Cr1Ir1Na1S3,-0.6843172204819533
102579,Cr1Ir1Na1Se3,-0.4372438918086085
102591,Cr1Ir1Na1Te3,-0.25612662347527326
102635,Cr1Ir1Rb1S3,-0.6448356386733453
102649,Cr1Ir1Rb1Se3,-0.41916421833333334
102661,Cr1Ir1Rb1Te3,-0.26033700499999846
57449,Cr1Ir1S4,-0.547184082675571
59186,Cr1Ir1Se5,-0.18203121285714222
39709,Cr1Ir1Te1,-0.2540197944444446
4361,Cr1Ir1Te2,0.434492953333335
22269,Cr1Ir2S4,-0.524829566579061
56770,Cr1Ir2Se4,0.03919757999999973
5329,Cr1Ir2Te1,0.387946839166668
58500,Cr1Ir2Te4,0.20796504952381106
61620,Cr1Ir3Se6,0.07728519200000009
98719,Cr1K1Mg1S3,-1.1850540860344563
63956,Cr1K1Mg1Se3,-0.9330963694444451
64127,Cr1K1Mg1Te3,-0.6367449990277768
64874,Cr1K1Mn1S3,-0.9139238384721958
64923,Cr1K1Mn1Se3,-0.6712631572988504
64982,Cr1K1Mn1Te3,-0.4030572727155152
70461,Cr1K1Mn2S6Se1,-0.6296172206060316
54207,Cr1K1Mn2S7,-0.6867721918799732
57302,Cr1K1Mn2Se7,-0.36916017023510955
64885,Cr1K1Ni1S3,-0.9050331278400113
64934,Cr1K1Ni1Se3,-0.6531139924999998
64975,Cr1K1Ni1Te3,-0.41916847458333173
104442,Cr1K1Pb1S3,-0.8840490845066787
104452,Cr1K1Pb1Se3,-0.6959083824999995
104798,Cr1K1Pb1Te3,-0.3949777658333318
63301,Cr1K1Pd1S3,-0.796422516173345
63152,Cr1K1Pd1Se3,-0.5995840100000004
54702,Cr1K1Pd1Se5,-0.35603776250000063
63503,Cr1K1Pd1Te3,-0.44222697874999817
103205,Cr1K1Pt1S3,-0.6440876961733449
103216,Cr1K1Pt1Se3,-0.46320099916666696
103230,Cr1K1Pt1Te3,-0.3378617624999987
102601,Cr1K1Rh1S3,-0.7518280878400118
102614,Cr1K1Rh1Se3,-0.5360959708333338
102630,Cr1K1Rh1Te3,-0.36410891916666505
56336,Cr1K1Rh2S7,-0.5381368348266823
44215,Cr1K1S1Se1,-0.9433053472533395
44216,Cr1K1S1Te1,-0.777228740586672
77070,Cr1K1S1V1,1.0709078502466607
214,Cr1K1S2,-1.07265511575668
54147,Cr1K1S3,-0.9218508604080142
99211,Cr1K1S3Sb1,-0.6776718120066789
68034,Cr1K1S3Sc1,-1.4195836295066784
104227,Cr1K1S3Sn1,-0.8774327089818795
102180,Cr1K1S3Sr1,-1.3155226361733454
65808,Cr1K1S3V1,-1.0486985170066785
24140,Cr1K1S3Y1,-1.48396966284001
63977,Cr1K1S3Zn1,-1.007090211173346
39306,Cr1K1S3Zr1,-1.3357939520066793
59312,Cr1K1S4Y1,-1.4252929951504885
54744,Cr1K1S5Ti1,-1.0896050248566311
70452,Cr1K1S6Se1V2,-0.8950648826436495
54208,Cr1K1S7V2,-0.9490604657357732
102617,Cr1K1Sb1Se3,-0.5059496600000001
102632,Cr1K1Sb1Te3,-0.3047498933333313
23562,Cr1K1Sc1Se3,-1.1445494725
67290,Cr1K1Sc1Te3,-0.8099011483333319
44218,Cr1K1Se1Te1,-0.678076887083332
96196,Cr1K1Se2,-0.8264840837499996
57206,Cr1K1Se3,-0.6272301219999996
104245,Cr1K1Se3Sn1,-0.6844105719752006
102195,Cr1K1Se3Sr1,-1.1007510741666664
24398,Cr1K1Se3Ti1,-0.92389701979771
65774,Cr1K1Se3V1,-0.7185574075000005
39334,Cr1K1Se3Y1,-1.221298466666667
64229,Cr1K1Se3Zn1,-0.7778181462499999
23632,Cr1K1Se3Zr1,-1.02663852333333
65434,Cr1K1Se5Ti1,-0.7895087629732824
57304,Cr1K1Se7V2,-0.6232279077272725
104256,Cr1K1Sn1Te3,-0.4602098819751988
102208,Cr1K1Sr1Te3,-0.830520854166665
11699,Cr1K1Te1,0.01159615388889
96197,Cr1K1Te2,-0.5568260104166658
66580,Cr1K1Te3V1,-0.3698455841666644
63278,Cr1K1Te3Y1,-0.8941046741666648
64210,Cr1K1Te3Zn1,-0.5095471904166651
23904,Cr1K1Te3Zr1,-0.677272537499998
56923,Cr1K2Mn1Se4,-0.7265182692241376
56903,Cr1K2Mo1Se4,-0.5965265449999997
56927,Cr1K2Nb1Se4,-0.7915469174999998
56904,Cr1K2Ni1Se4,-0.5932561425000005
56905,Cr1K2Os1Se4,-0.4385239587500003
56906,Cr1K2Pb1Se4,-0.7343906412500001
56907,Cr1K2Pd1Se4,-0.604735035
56908,Cr1K2Pt1Se4,-0.56691702
56909,Cr1K2Re1Se4,-0.4580344443750004
56910,Cr1K2Rh1Se4,-0.5849612762499996
56911,Cr1K2Ru1Se4,-0.5317490599999992
55229,Cr1K2S2,-0.9706580846053428
35202,Cr1K2S3,-1.08626951200668
56912,Cr1K2S4Sn1,-0.8813021266130794
55240,Cr1K2Se2,-0.8165731089999995
55331,Cr1K2Se3,-0.8587276524999995
53939,Cr1K2Se4Sn1,-0.6977645158564001
56933,Cr1K2Se4Ti1,-0.9527064029732824
56937,Cr1K2Se4V1,-0.7634958824999991
56913,Cr1K2Se4W1,-0.5520809462500003
5541,Cr1K2Te1,0.0970573866666675
55254,Cr1K2Te2,-0.6398934443333317
96628,Cr1K3S4,-1.1271340163816785
96619,Cr1K3Se4,-0.8963663671875004
98652,Cr1Li1Mg1S3,-1.225667215201124
98663,Cr1Li1Mg1Se3,-0.926181031527778
96751,Cr1Li1Mg1Te3,-0.54903755986111
67200,Cr1Li1Mn1S3,-0.8775143184721953
67912,Cr1Li1Mn1Se3,-0.6360115847988498
67715,Cr1Li1Mn1Te3,-0.33335749063218145
10389,Cr1Li1Nb1Te1,0.0443042191666674
102729,Cr1Li1Ni1S3,-0.7851441553400124
102740,Cr1Li1Ni1Se3,-0.5193568550000004
102755,Cr1Li1Ni1Te3,-0.26942008333333217
67329,Cr1Li1Pb1S3,-0.8912229445066787
104382,Cr1Li1Pb1Se3,-0.6736325400000004
104394,Cr1Li1Pb1Te3,-0.42174363999999837
99466,Cr1Li1Pd1S3,-0.741258750340012
99478,Cr1Li1Pd1Se3,-0.5254425233333327
97447,Cr1Li1Pd1Te3,-0.3419683116666654
99640,Cr1Li1Pt1S3,-0.6866918620066785
99654,Cr1Li1Pt1Se3,-0.4740466783333333
101822,Cr1Li1Pt1Te3,-0.311587416666665
87397,Cr1Li1Rb2S4,-1.1403425207566782
99140,Cr1Li1Rh1S3,-0.7957515803400117
99153,Cr1Li1Rh1Se3,-0.5390756000000003
99175,Cr1Li1Rh1Te3,-0.3287133949999988
240,Cr1Li1S2,-1.13941005700668
99144,Cr1Li1S3Sb1,-0.7052275445066787
99136,Cr1Li1S3Sc1,-1.4487820211733453
104163,Cr1Li1S3Sn1,-0.8898713814818789
102109,Cr1Li1S3Sr1,-1.341987368673345
99137,Cr1Li1S3Y1,-1.4860121711733445
103536,Cr1Li1S3Zn1,-0.9513246903400118
53698,Cr1Li1S4Zn1,-0.7825400594362039
99152,Cr1Li1Sb1Se3,-0.5049401941666662
10392,Cr1Li1Sb1Te1,-0.0352164595833324
104585,Cr1Li1Sb1Te3,-0.27822997083333156
99148,Cr1Li1Sc1Se3,-1.1266491675000008
99162,Cr1Li1Sc1Te3,-0.7394500208333318
30136,Cr1Li1Se2,-0.84992249
104175,Cr1Li1Se3Sn1,-0.6661456144752004
102124,Cr1Li1Se3Sr1,-1.103102813333333
99151,Cr1Li1Se3Y1,-1.1894198558333329
103545,Cr1Li1Se3Zn1,-0.6796170050000002
56638,Cr1Li1Se4Zn1,-0.5029505200000004
100444,Cr1Li1Sn1Te3,-0.3709567511418654
102133,Cr1Li1Sr1Te3,-0.8070516499999988
10399,Cr1Li1Ta1Te1,0.134907384166667
23220,Cr1Li1Te1,-0.173709097777777
10394,Cr1Li1Te1V1,0.0780580991666673
30095,Cr1Li1Te2,-0.527999446666665
99161,Cr1Li1Te3Y1,-0.8124931358333326
67686,Cr1Li1Te3Zn1,-0.4263353149999987
22000,Cr1Li2Pb1S4,-0.918895395756678
87686,Cr1Li2S1Se2,-0.9093023181688924
85718,Cr1Li2S2,-1.0180745396053426
87683,Cr1Li2S2Se1,-0.9928232746711186
85701,Cr1Li2S3,-1.0748023515900116
57787,Cr1Li2S4Sn1,-0.8958701947380785
60420,Cr1Li2S4Zn1,-0.9947792307566785
86260,Cr1Li2Se3,-0.8241795354166666
12886,Cr1Li2Te1,-0.0981380858333321
98685,Cr1Mg1Na1S3,-1.2104606670097315
98697,Cr1Mg1Na1Se3,-0.9267853916697195
98710,Cr1Mg1Na1Te3,-0.5889253833363846
11002,Cr1Mg1Pb1Te1,0.216170179375
64176,Cr1Mg1Rb1S3,-1.1757532556177903
63964,Cr1Mg1Rb1Se3,-0.9353394436111113
64204,Cr1Mg1Rb1Te3,-0.6428447602777769
11007,Cr1Mg1Sn1Te1,0.1530209801622
14678,Cr1Mg1Te1,0.0726646125
11011,Cr1Mg1Te1Ti1,0.268733970928434
11012,Cr1Mg1Te1Zr1,0.220258539375
4109,Cr1Mg1Te2,0.0463859560416671
20893,Cr1Mg1Te3,-0.357836507833332
22380,Cr1Mg2S4,-1.0282730099124
12956,Cr1Mg2Te1,0.231356957083332
67262,Cr1Mn1Na1S3,-0.874277603614137
63389,Cr1Mn1Na1Se3,-0.6077365649407914
63511,Cr1Mn1Na1Te3,-0.331056323274123
49371,Cr1Mn1Nb1Te4,-0.24052073816091735
64919,Cr1Mn1Rb1S3,-0.9085354455555285
64922,Cr1Mn1Rb1Se3,-0.6730285764655157
64908,Cr1Mn1Rb1Te3,-0.4071812131321811
70799,Cr1Mn1S3Se1,-0.5086172959721947
68929,Cr1Mn1S4,-0.7283043666410881
49364,Cr1Mn1S4V1,-0.8802134228352178
61359,Cr1Mn1Se3,-0.43703799925862014
96242,Cr1Mn1Se4,-0.4760422506321831
49668,Cr1Mn1Se4V1,-0.5488632876847278
13256,Cr1Mn1Te1,0.10333822429119
4168,Cr1Mn1Te2,0.30765570738506
56276,Cr1Mn1Te3,-0.17712388475861757
71321,Cr1Mn1Te4,-0.2233602128544033
70430,Cr1Mn2Rb1S7,-0.6813604905163363
70442,Cr1Mn2Rb1Se7,-0.4135327252351088
40311,Cr1Mn2S4,-0.7518572148056616
69154,Cr1Mn2Se4,-0.44672002536945754
12965,Cr1Mn2Te1,0.268821649770118
94091,Cr1Mn7S8,-0.7658953486661595
47959,Cr1Mo1S4,-0.9390732876755704
67033,Cr1Mo1Se3,-0.1705661284999998
47994,Cr1Mo1Se4,-0.5703019383333334
59187,Cr1Mo1Se5,-0.35429871571428506
20311,Cr1Mo1Te1,0.248783425555557
4512,Cr1Mo1Te2,0.377046520833335
9590,Cr1Mo2S4,-0.843311089436205
21526,Cr1Mo2Se4,-0.448164517142858
5182,Cr1Mo2Te1,0.404338489166667
21528,Cr1Mo2Te4,-0.070194946190474
22873,Cr1Mo3S4,-0.473344116381679
6337,Cr1Mo6Se8,-0.326164944
11564,Cr1Na1Nb1Te1,0.466982751453755
64787,Cr1Na1Ni1S3,-0.8720604379819541
64713,Cr1Na1Ni1Se3,-0.6159167193086083
64385,Cr1Na1Ni1Te3,-0.3750217401419403
67060,Cr1Na1Pb1S3,-0.89753770964862
104418,Cr1Na1Pb1Se3,-0.688981873475275
104429,Cr1Na1Pb1Te3,-0.44800040847527295
63357,Cr1Na1Pd1S3,-0.7664409829819535
54561,Cr1Na1Pd1S4,-0.7371848745578679
63306,Cr1Na1Pd1Se3,-0.5610246818086075
63270,Cr1Na1Pd1Te3,-0.40322336514193974
103169,Cr1Na1Pt1S3,-0.6555610238152862
103182,Cr1Na1Pt1Se3,-0.4642337868086077
103199,Cr1Na1Pt1Te3,-0.3256589084752732
102567,Cr1Na1Rh1S3,-0.7708071288152869
102578,Cr1Na1Rh1Se3,-0.5364134951419413
102590,Cr1Na1Rh1Te3,-0.34854762514193993
44198,Cr1Na1S1Se1,-0.9670293837162518
86192,Cr1Na1S2,-1.1114282422195902
70019,Cr1Na1S3,-0.8243062445783437
99177,Cr1Na1S3Sb1,-0.7089940363152861
102563,Cr1Na1S3Sc1,-1.4071664596486197
104197,Cr1Na1S3Sn1,-0.8905991449571538
102143,Cr1Na1S3Sr1,-1.3262988771486193
64669,Cr1Na1S3V1,-1.0344112846486198
99167,Cr1Na1S3Y1,-1.4615993629819528
103571,Cr1Na1S3Zn1,-0.9475926021486197
23842,Cr1Na1S3Zr1,-1.27643794214862
99185,Cr1Na1Sb1Se3,-0.5166159793086074
11566,Cr1Na1Sb1Te1,0.024948307703756
99238,Cr1Na1Sb1Te3,-0.2958779376419394
102574,Cr1Na1Sc1Se3,-1.108565932641941
102586,Cr1Na1Sc1Te3,-0.7490154776419397
54989,Cr1Na1Se2,-0.8349813602129119
104208,Cr1Na1Se3Sn1,-0.6790552079504751
102159,Cr1Na1Se3Sr1,-1.0974183718086075
64651,Cr1Na1Se3V1,-0.7005553943086072
99188,Cr1Na1Se3Y1,-1.1810401276419409
67310,Cr1Na1Se3Zn1,-0.7225178618086078
24311,Cr1Na1Se3Zr1,-0.972136683475275
104223,Cr1Na1Sn1Te3,-0.4367685229504736
102166,Cr1Na1Sr1Te3,-0.8099277768086063
12562,Cr1Na1Ta1Te1,0.588505876453755
12116,Cr1Na1Te1,-0.100311624728326
11576,Cr1Na1Te1V1,0.633862708953756
30125,Cr1Na1Te2,-0.541195211879577
64751,Cr1Na1Te3V1,-0.3411702701419396
23743,Cr1Na1Te3Y1,-0.831354783475273
67945,Cr1Na1Te3Zn1,-0.42288867180860673
88758,Cr1Na2S1Se2,-0.8687900647027759
55227,Cr1Na2S2,-0.9738042099460017
89025,Cr1Na2S2Se1,-0.9438874128716682
87629,Cr1Na2S3,-1.0238077731238941
69485,Cr1Na2S4Sn1,-0.9008433168259908
87875,Cr1Na2Se3,-0.7966511936172159
69471,Cr1Na2Se4Sn1,-0.6820394573193123
37562,Cr1Na2Se6Tc1,-0.3641635196703291
3523,Cr1Na2Te1,0.0690653737408433
54750,Cr1Na3S4,-1.0281123404510462
60999,Cr1Na4S4,-1.1101757843844469
60994,Cr1Na4Se4,-0.8978817687118431
58017,Cr1Na5S4,-1.0986041725311666
32660,Cr1Nb1Rb2Se6,-0.519837767
54895,Cr1Nb1S3,-0.8105890199080144
47970,Cr1Nb1S4,-0.9680904643422382
59683,Cr1Nb1S5,-0.9115090392952558
54899,Cr1Nb1Se3,-0.4422478964999996
48015,Cr1Nb1Se4,-0.6254739950000001
5789,Cr1Nb1Se5,-0.587855045714285
11670,Cr1Nb1Te1,0.118438475555556
4755,Cr1Nb1Te2,0.110931940833335
57709,Cr1Nb1Te5,-0.24973863809523575
21577,Cr1Nb2S4,-1.12267150800763
502,Cr1Nb2Se4,-0.743547435714287
12885,Cr1Nb2Te1,0.318568569166668
21578,Cr1Nb2Te4,-0.353525933333332
