,formula,Eform
86999,Ag1Rb2S4V1,-1.1011107598191785
32364,Ag1Rb2S6W1,-0.466930108158014
59869,Ag1Rb2Sb1Se4,-0.6203903934374999
14472,Ag1Rb2Se2,-0.7016622615
86985,Ag1Rb2Se4V1,-0.8735180453124993
37696,Ag1Rb2Se6Ta1,-0.44748833274999955
32632,Ag1Rb2Se6Tc1,-0.17682094125
32630,Ag1Rb2Se6W1,-0.27565903775
7415,Ag1Rb2Te1,-0.353277867708332
55257,Ag1Rb2Te2,-0.6366203078333317
93421,Ag1Rb3S2,-0.9837732092544519
96299,Ag1Rb3Se2,-0.91567644625
87177,Ag1Rb3Se8Sn3,-0.6961338252035735
96376,Ag1Rb3Te2,-0.8359913031944434
58677,Ag1Re1S3,-0.21358475990801368
32447,Ag1Re1S6Sr2,-0.786031797658013
13827,Ag1Re1Te1,0.757153774722223
3929,Ag1Re1Te2,0.626382215208335
27348,Ag1Re2Te1,0.968202252291668
72382,Ag1Re3S5,0.10850686749257932
72387,Ag1Re3Se5,0.3332509330555556
72388,Ag1Re3Te5,0.5191247534259276
39821,Ag1Rh1S2,-0.4913799563816781
42438,Ag1Rh1S3,-0.17398882590801462
29182,Ag1Rh1S3Sn1,-0.492703198565212
102286,Ag1Rh1S3Sr1,-0.8788051849233453
103711,Ag1Rh1S3Zn1,-0.4543775015900125
55998,Ag1Rh1Se2,-0.27312572437500027
29264,Ag1Rh1Se3Sn1,-0.295633883225201
102295,Ag1Rh1Se3Sr1,-0.7149728345833335
103723,Ag1Rh1Se3Zn1,-0.27992537125000067
104360,Ag1Rh1Sn1Te3,-0.21923120405853247
102312,Ag1Rh1Sr1Te3,-0.577104992916666
13085,Ag1Rh1Te1,-0.0297418036111097
58447,Ag1Rh1Te2,-0.06936863854166564
103735,Ag1Rh1Te3Zn1,-0.17278539791666545
59475,Ag1Rh2S4,-0.5378128340790604
59476,Ag1Rh2Se4,-0.3660369260714284
61087,Ag1Rh2Se6,-0.09983960416666725
5235,Ag1Rh2Te1,0.0264281747916666
22170,Ag1Rh2Te4,-0.351695426547617
88114,Ag1Rh3S5,-0.3927902136185316
88268,Ag1Rh3Se5,-0.22120859194444384
88326,Ag1Rh3Te5,-0.1967727799074055
89611,Ag1Rh5S8,-0.4174772421147758
89761,Ag1Rh5Se8,-0.239506408392857
89760,Ag1Rh5Te8,-0.22651599172618933
88930,Ag1Rh6S9,-0.39008003272626457
89305,Ag1Rh6Se9,-0.21049013421875085
89304,Ag1Rh6Te9,-0.2019853329687491
69043,Ag1Ru1S2,-0.290680646381678
55875,Ag1Ru1S3,-0.18750360090801407
29202,Ag1Ru1S3Sn1,-0.411342611898545
28989,Ag1Ru1S3Sr1,-0.709865010756678
60752,Ag1Ru1S6,0.3518422710524822
54984,Ag1Ru1Se2,-0.08701045687500031
29181,Ag1Ru1Se3Sn1,-0.206837262391867
29004,Ag1Ru1Se3Sr1,-0.54288906625
34017,Ag1Ru1Sn1Te3,-0.0859890290585324
29008,Ag1Ru1Sr1Te3,-0.416276949583332
13482,Ag1Ru1Te1,0.279509049722224
55135,Ag1Ru1Te2,0.14919232520833514
6646,Ag1Ru2Te1,0.360573472291668
88232,Ag1Ru3S5,-0.28711477639630956
88417,Ag1Ru3Se5,-0.07073208138888828
88574,Ag1Ru3Te5,0.09291102620370534
89608,Ag1Ru5S8,-0.3240642442576324
89759,Ag1Ru5Se8,-0.07393591767857137
89758,Ag1Ru5Te8,0.08440602113095455
89422,Ag1Ru6S9,-0.3237751777262634
89245,Ag1Ru6Se9,-0.03973774734375013
89153,Ag1Ru6Te9,0.1383852032812518
54312,Ag1S1,-0.16187690742334482
27375,Ag1S1Sc1Se2Sn1,-0.878945669727427
27168,Ag1S1Sc1Se2Sr1,-1.47465189108556
27467,Ag1S1Sc1Sn1Te2,-0.71068204667187
27256,Ag1S1Sc1Sr1Te2,-1.25317680803
49701,Ag1S1Se1Y1,-1.3530575453783396
27321,Ag1S1Se2Sn1Y1,-0.984167961394094
27280,Ag1S1Se2Sr1Y1,-1.60002238691889
27378,Ag1S1Sn1Te2Y1,-0.820588130005203
27267,Ag1S1Sr1Te2Y1,-1.38253630719667
49703,Ag1S1Te1Y1,-1.182815223711672
35201,Ag1S2,-0.148436490175571
91236,Ag1S23,-0.2092803345753005
91623,Ag1S27,-0.14839989342359416
7583,Ag1S2Sb1,-0.342074915131678
42400,Ag1S2Sb2,0.07605851289465662
39657,Ag1S2Sc1,-1.371535992631678
27308,Ag1S2Sc1Se1Sn1,-0.99719777039632
27279,Ag1S2Sc1Se1Sr1,-1.51791827675445
27390,Ag1S2Sc1Sn1Te1,-0.827201362618541
27166,Ag1S2Sc1Sr1Te1,-1.39010380231001
45868,Ag1S2Sc2,-1.2326707041053424
27309,Ag1S2Se1Sn1Y1,-1.03307781122965
27290,Ag1S2Se1Sr1Y1,-1.64766719175445
92761,Ag1S2Sn1,-0.41413318559447854
27376,Ag1S2Sn1Te1Y1,-0.94744066261854
27163,Ag1S2Sr1Te1Y1,-1.52618572231001
56039,Ag1S2Ti1,-0.9930012823282439
33251,Ag1S2V1,-0.825530080131678
39542,Ag1S2Y1,-1.4822864276316787
69748,Ag1S2Zr1,-1.1603523438816783
30124,Ag1S3,-0.129209512385018
55876,Ag1S3Sb1,-0.14874523990801408
100525,Ag1S3Sb1Sn1,-0.38570961023187894
99066,Ag1S3Sb1Sr1,-0.9131693290900115
57344,Ag1S3Sb1V1,-0.3847331474233447
100081,Ag1S3Sb1Zn1,-0.4044640824233454
61234,Ag1S3Sc1,-0.9451725589080141
18339,Ag1S3Sc1Sn1,-1.09616831106521
63260,Ag1S3Sc1Sr1,-1.6495445015900116
103707,Ag1S3Sc1Zn1,-1.0989663790900124
20270,Ag1S3Sn1Y1,-1.15702590439855
67285,Ag1S3Sr1V1,-1.1205349682566783
29987,Ag1S3Sr1Y1,-1.76103911325668
57466,Ag1S3Sr1Zr1,-1.4047587424233452
938,Ag1S3Ta1,-0.840286314908015
54152,Ag1S3V1,-0.6104756179080141
103708,Ag1S3Y1Zn1,-1.1517792957566784
32962,Ag1S3Y2,-1.60913660617334
66972,Ag1S3Zr1,-0.8854018744080137
84435,Ag1S4,-0.10290235771068482
59363,Ag1S4Sc2,-1.4844443876504891
69766,Ag1S4Se2Ta2,-0.7807320781726033
21473,Ag1S4Sr2,-1.07365807336478
54547,Ag1S4Ti2,-1.2265013387322787
39023,Ag1S4V2,-0.8566378562219177
68762,Ag1S4W1,-0.21216092392557093
54753,Ag1S5Sb3,-0.37313343306297575
88223,Ag1S5Sc3,-1.6862456280629763
57733,Ag1S5Ta2,-0.8878253965708485
72345,Ag1S5Ta3,-0.5443234941740877
71996,Ag1S5Ti3,-0.9907849365472864
72337,Ag1S5V3,-0.6052618341740875
72376,Ag1S5W3,-0.04748064972964272
88185,Ag1S5Y3,-1.8356226352851985
72003,Ag1S5Zr3,-0.9967326263963096
60779,Ag1S6Sb1,0.5891608804274817
60768,Ag1S6Se1,0.733834511052482
60647,Ag1S6Sn1,0.5292796539460816
32448,Ag1S6Sr2Ta1,-1.08751990415801
32446,Ag1S6Sr2W1,-0.918549284158014
54070,Ag1S6Ta2,-0.8719652723977936
60636,Ag1S6Te1,0.6807813043858157
9064,Ag1S6Ti3,-1.32566525429389
57073,Ag1S6V2,-0.6462568501755707
83872,Ag1S6V3,-0.9001829781580142
83861,Ag1S6Zr3,-1.5099856121580146
95147,Ag1S7,-0.1613199031991878
89657,Ag1S8Sb5,-0.3877027460433468
89496,Ag1S8Sc5,-1.7914098789004893
89600,Ag1S8Y5,-1.9395642167576324
88901,Ag1S9Sb6,-0.35305324210126354
88927,Ag1S9Sc6,-1.8256092733512634
88919,Ag1S9Y6,-1.9668018696012641
35514,Ag1Sb1Se2,-0.20701568625
100533,Ag1Sb1Se3Sn1,-0.28014586989186735
102302,Ag1Sb1Se3Sr1,-0.7595393770833331
103726,Ag1Sb1Se3Zn1,-0.26599907375000004
104363,Ag1Sb1Sn1Te3,-0.16256201155853192
102314,Ag1Sb1Sr1Te3,-0.5791864804166652
34353,Ag1Sb1Te1,0.0387856813888903
267,Ag1Sb1Te2,-0.0927252697916652
103738,Ag1Sb1Te3Zn1,-0.12381174208333157
27311,Ag1Sb2Te1,0.244401669791667
42462,Ag1Sb2Te2,0.10049209116666802
55539,Ag1Sb2Te4,-0.09698225869047457
88133,Ag1Sb3Se5,-0.23988512694444353
88139,Ag1Sb3Te5,-0.10327343435184962
89658,Ag1Sb5Se8,-0.24831048803571423
89655,Ag1Sb5Te8,-0.10105264494047463
88967,Ag1Sb6Se9,-0.22476276296874964
88966,Ag1Sb6Te9,-0.08598792046874815
27409,Ag1Sc1Se1Sn1Te2,-0.649778452669644
27255,Ag1Sc1Se1Sr1Te2,-1.18413294986111
55402,Ag1Sc1Se2,-1.1022279731250002
27322,Ag1Sc1Se2Sn1Te1,-0.718661185447422
27165,Ag1Sc1Se2Sr1Te1,-1.26228104513889
104345,Ag1Sc1Se3Sn1,-0.8532831115585336
36781,Ag1Sc1Se3Sr1,-1.42596411458333
103719,Ag1Sc1Se3Zn1,-0.849435547083333
104356,Ag1Sc1Sn1Te3,-0.5895387848918651
37496,Ag1Sc1Sr1Te3,-1.1279894095833314
10251,Ag1Sc1Te1,-0.454706415277776
71317,Ag1Sc1Te2,-0.7986774522916651
103731,Ag1Sc1Te3Zn1,-0.5460500870833318
40034,Ag1Sc2Se3,-1.1520745937499999
59324,Ag1Sc2Se4,-1.2018426425000004
3424,Ag1Sc2Te1,-0.434838845208333
15423,Ag1Sc2Te2,-0.502541688833332
32925,Ag1Sc2Te3,-0.803571121666665
22487,Ag1Sc2Te4,-0.872772637976188
84105,Ag1Sc3Se1,-0.5157398025000006
88405,Ag1Sc3Se5,-1.358001916944444
88568,Ag1Sc3Te5,-0.9298612599074055
89667,Ag1Sc5Se8,-1.4486789916071428
89822,Ag1Sc5Te8,-0.9909770456547596
89142,Ag1Sc6Se9,-1.4746669435937498
9870,Ag1Sc6Te2,-0.601354367685185
89141,Ag1Sc6Te9,-1.0106911310937479
54314,Ag1Se1,-0.05694793124999956
27344,Ag1Se1Sn1Te2Y1,-0.759669522669644
27164,Ag1Se1Sr1Te2Y1,-1.31080358402778
49699,Ag1Se1Te1Y1,-1.0755476977083327
53631,Ag1Se2,-0.05360506749999949
91124,Ag1Se23,0.04608812802083347
87841,Ag1Se2Sn1,-0.3216494135878003
27310,Ag1Se2Sn1Te1Y1,-0.835427525447423
27152,Ag1Se2Sr1Te1Y1,-1.39278804347222
39788,Ag1Se2Tc1,-0.19812008562499983
55403,Ag1Se2Ti1,-0.7293671678215663
54988,Ag1Se2V1,-0.4084750718750003
33176,Ag1Se2Y1,-1.234814488125
53569,Ag1Se2Zr1,-0.8526836218749994
73852,Ag1Se3,0.05614416312500037
92636,Ag1Se36,0.1613965527702707
104346,Ag1Se3Sn1Y1,-0.9414044132252002
68156,Ag1Se3Sr1V1,-0.9073904429166664
29368,Ag1Se3Sr1Y1,-1.52597474791667
57474,Ag1Se3Sr1Zr1,-1.167834885416666
54149,Ag1Se3Ta1,-0.5244062704999998
57216,Ag1Se3V1,-0.3685123875000002
103720,Ag1Se3Y1Zn1,-0.9186235070833332
32945,Ag1Se3Y2,-1.33184645458333
16584,Ag1Se4Tc2,-0.098796961785714
68689,Ag1Se4V1,-0.1611797745833332
65460,Ag1Se5Ta2,-0.5593451496874993
72346,Ag1Se5Ta3,-0.28971838083333284
71997,Ag1Se5Ti3,-0.7269340520954207
72338,Ag1Se5V3,-0.3427458330555548
72423,Ag1Se5W3,0.20112315694444524
88397,Ag1Se5Y3,-1.5216030824999989
72005,Ag1Se5Zr3,-0.7540323674999994
54073,Ag1Se6Ta2,-0.5618289675000001
83879,Ag1Se6Ti3,-0.993407559885879
57078,Ag1Se6V2,-0.4128108997222218
59031,Ag1Se8Ti5,-0.7643947911736656
59032,Ag1Se8V5,-0.40308306910714314
89799,Ag1Se8Y5,-1.6706800323214286
54464,Ag1Se8Zr5,-0.8081280941071428
89132,Ag1Se9Y6,-1.63487862859375
41511,Ag1Sn1Te1,-0.059547570894843936
75047,Ag1Sn1Te2,-0.20193492525446555
36735,Ag1Sn1Te3Y1,-0.694210630725199
27276,Ag1Sn2Te1,0.103910698866067
13494,Ag1Sr1Te1,-0.62417365361111
4318,Ag1Sr1Te2,-0.590170573541665
67828,Ag1Sr1Te3V1,-0.6628550270833321
29486,Ag1Sr1Te3Y1,-1.22786878375
7190,Ag1Sr2Te1,-0.764520310208333
13748,Ag1Ta1Te1,0.553391129722223
4516,Ag1Ta1Te2,0.316624411458334
7049,Ag1Ta2Te1,0.490339784791668
16422,Ag1Ta2Te2,0.281056355166667
72347,Ag1Ta3Te5,-0.01548922490740602
14221,Ag1Tc1Te1,0.41282616138889
4286,Ag1Tc1Te2,0.373657367708335
7280,Ag1Tc2Te1,0.525524504791667
15401,Ag1Tc2Te2,0.418000693166668
9712,Ag1Te1,-0.0489512988541652
90972,Ag1Te19,0.02639291695833599
14319,Ag1Te1Ti1,-0.0687900148731977
7460,Ag1Te1Ti2,-0.0840080846014652
11749,Ag1Te1V1,0.166499009722224
3667,Ag1Te1V2,0.405305397291667
13786,Ag1Te1W1,0.868721036388891
27297,Ag1Te1W2,0.966642952291668
12400,Ag1Te1Y1,-0.57893056861111
4836,Ag1Te1Y2,-0.569902160208332
13507,Ag1Te1Zn1,0.0336550597222232
27335,Ag1Te1Zn2,0.196505837291667
15177,Ag1Te1Zr1,-0.0751424102777764
7370,Ag1Te1Zr2,-0.257205877708332
62034,Ag1Te2,-0.017257586388886637
91483,Ag1Te24,0.07346747810000295
58444,Ag1Te2Ti1,-0.38330409698823065
15397,Ag1Te2Ti2,0.0364034776521628
58445,Ag1Te2V1,-0.11304555479166467
4261,Ag1Te2W1,0.631345201458334
1038,Ag1Te2Y1,-0.930750786041665
16570,Ag1Te2Y2,-0.616871368833333
9888,Ag1Te2Y6,-0.686761296296296
4328,Ag1Te2Zn1,0.248548986458335
55107,Ag1Te2Zr1,-0.4856367397916648
16455,Ag1Te2Zr2,0.0276190471666681
83540,Ag1Te2Zr6,-0.41682549490740606
193,Ag1Te3,-0.0219079768749975
103732,Ag1Te3Y1Zn1,-0.623958048749999
32946,Ag1Te3Y2,-1.02307180708333
22515,Ag1Te4Ti2,-0.531625409057978
22542,Ag1Te4V2,-0.209452037261902
22583,Ag1Te4Y2,-0.986722325833332
22625,Ag1Te4Zr2,-0.678701941547617
72000,Ag1Te5Ti3,-0.4291248428361606
72339,Ag1Te5V3,-0.06866425268518286
72385,Ag1Te5W3,0.43791927398148306
88569,Ag1Te5Y3,-1.1121770810185163
72004,Ag1Te5Zr3,-0.48106125601851585
83892,Ag1Te6Ti3,-0.6054113908858774
62202,Ag1Te6V6,-0.2900849721153837
62199,Ag1Te6W6,-0.043253559807692014
90078,Ag1Te7,0.021206456145836494
59021,Ag1Te8Ti5,-0.32440149879271224
59022,Ag1Te8V5,-0.006322789583331355
89755,Ag1Te8Y5,-1.1818474542261888
54459,Ag1Te8Zr5,-0.3594612110119034
89143,Ag1Te9Y6,-1.2008377698437487
33147,Ag2Al1Cl6Li1,-1.16234131287147
49862,Ag2Al1Ga1S4,-0.7818262757566785
49861,Ag2Al1Ga1Se4,-0.5439339675000001
49914,Ag2Al1Ga1Te4,-0.32601393916666543
49844,Ag2Al1In1S4,-0.7445332501316786
49866,Ag2Al1In1Se4,-0.5305228556250001
49932,Ag2Al1In1Te4,-0.32799861854166545
69243,Ag2Al1Ir1S4,-0.37227827138167857
69241,Ag2Al1Ir1Se4,-0.16347275687499963
69229,Ag2Al1S4Zr1,-0.8672228151316785
69220,Ag2Al1Se4Zr1,-0.5934634143750004
6687,Ag2Al1Te1,0.215828475416667
79535,Ag2Al2Bi2Cl8S3,-1.1999446159995917
49923,Ag2Al2S1Se3,-0.6945896261266702
49944,Ag2Al2S1Te3,-0.47573012237666834
49912,Ag2Al2S3Se1,-0.8341284796300088
49921,Ag2Al2S3Te1,-0.7446947000466757
49946,Ag2Al2Se1Te3,-0.4197002818749991
49924,Ag2Al2Se3Te1,-0.5515148347916661
46710,Ag2Au1Cs1S2,-0.5850169788377855
6694,Ag2Au1Te1,0.132947187916667
21897,Ag2Ba1Co1S4,-0.714985213881678
54504,Ag2Ba1Co1Se4,-0.5364932543749994
63005,Ag2Ba1Cr1S4,-0.895431032631679
62999,Ag2Ba1Cr1Se4,-0.6715379618750008
56136,Ag2Ba1Hf1S4,-1.277908468256678
63001,Ag2Ba1Hf1Se4,-1.0196068037500003
90601,Ag2Ba1Hf1Te4,-0.6499306279166648
20698,Ag2Ba1In1S4,-0.898029165131678
20699,Ag2Ba1In1Se4,-0.745303675625
20700,Ag2Ba1In1Te4,-0.565254186041665
55662,Ag2Ba1Ir1S4,-0.6239763038816784
55659,Ag2Ba1Ir1Se4,-0.45558108187500057
53874,Ag2Ba1Mn1S4,-0.8528034068558163
53859,Ag2Ba1Mn1Se4,-0.6617331598491374
69515,Ag2Ba1Mo1S1Se3,-0.6449266061266687
69507,Ag2Ba1Mo1S3Se1,-0.7599070021300083
53865,Ag2Ba1Mo1S4,-0.8178626076316782
53850,Ag2Ba1Mo1Se4,-0.5865674943750001
69488,Ag2Ba1Nb1S3Se1,-0.9272756121300096
53875,Ag2Ba1Nb1S4,-0.9878863926316797
53860,Ag2Ba1Nb1Se4,-0.7489524818750004
69520,Ag2Ba1Ni1S1Se3,-0.5631257423766693
21900,Ag2Ba1Ni1S4,-0.676779473881678
53861,Ag2Ba1Ni1Se4,-0.5221831293750001
69522,Ag2Ba1Os1S3Se1,-0.5725512146300087
53866,Ag2Ba1Os1S4,-0.6174649751316785
53851,Ag2Ba1Os1Se4,-0.4010925356250006
90702,Ag2Ba1Os1Te4,-0.18598405729166512
69477,Ag2Ba1Pb1S1Se3,-0.6678721623766699
69628,Ag2Ba1Pb1S2Se2,-0.6995662191283394
69476,Ag2Ba1Pb1S3Se1,-0.7340102646300091
53867,Ag2Ba1Pb1S4,-0.7701315526316792
53852,Ag2Ba1Pb1Se4,-0.6353340793750002
90492,Ag2Ba1Pb1Te4,-0.4439225447916648
69552,Ag2Ba1Pd1S1Se3,-0.5665847998766695
69505,Ag2Ba1Pd1S3Se1,-0.618634907130009
53868,Ag2Ba1Pd1S4,-0.621111947631678
53853,Ag2Ba1Pd1Se4,-0.5119765043749998
92137,Ag2Ba1Pt1S4,-0.6770971451316781
92216,Ag2Ba1Pt1Se4,-0.5287119506249995
90597,Ag2Ba1Pt1Te4,-0.37192309354166486
53877,Ag2Ba1Re1S4,-0.668915318256678
53862,Ag2Ba1Re1Se4,-0.4341879225000005
53870,Ag2Ba1Rh1S4,-0.658652196381678
53855,Ag2Ba1Rh1Se4,-0.5102212168749993
53871,Ag2Ba1Ru1S4,-0.689552455131679
53856,Ag2Ba1Ru1Se4,-0.49817167812500074
90667,Ag2Ba1Ru1Te4,-0.29737250354166544
49714,Ag2Ba1S1Se3Sn1,-0.79401960573307
72064,Ag2Ba1S1Se3Tc1,-0.593012260501669
69521,Ag2Ba1S1Se3Ti1,-1.0239832278499525
69514,Ag2Ba1S1Se3V1,-0.8202505461266689
71288,Ag2Ba1S1Sn1Te3,-0.6296345669830687
8009,Ag2Ba1S2,-0.989110876605343
49711,Ag2Ba1S2Se2Sn1,-0.8355540437347395
71952,Ag2Ba1S2Se2Tc1,-0.6304949035033394
49715,Ag2Ba1S3Se1Sn1,-0.8788985342364093
71718,Ag2Ba1S3Se1Tc1,-0.6985583565050089
69511,Ag2Ba1S3Se1V1,-0.9382693721300095
71313,Ag2Ba1S3Sn1Te1,-0.8108533721530757
69498,Ag2Ba1S4Sn1,-0.9251311547380792
55663,Ag2Ba1S4Ta1,-0.9912912076316784
55117,Ag2Ba1S4Te1,-0.6268060905483446
30618,Ag2Ba1S4Ti1,-1.20486643810496
53878,Ag2Ba1S4V1,-0.9996254163816785
53872,Ag2Ba1S4W1,-0.7515230901316787
55664,Ag2Ba1S4Zr1,-1.2616687163816782
71314,Ag2Ba1Se1Sn1Te3,-0.595486278981399
28190,Ag2Ba1Se2,-0.8935400095
71270,Ag2Ba1Se3Sn1Te1,-0.6939875481480664
69479,Ag2Ba1Se4Sn1,-0.7536565664814003
55660,Ag2Ba1Se4Ta1,-0.7291230018750001
55116,Ag2Ba1Se4Te1,-0.49930889979166615
53863,Ag2Ba1Se4Ti1,-0.9651251598482826
53864,Ag2Ba1Se4V1,-0.7622874018749997
53857,Ag2Ba1Se4W1,-0.5009179781249999
55661,Ag2Ba1Se4Zr1,-1.0189107693749997
30830,Ag2Ba1Sn1Te4,-0.553725053148066
6671,Ag2Ba1Te1,-0.305276372083333
8649,Ag2Ba1Te2,-0.790499971333332
90652,Ag2Ba1Te4Ti1,-0.6300893527649487
90669,Ag2Ba1Te4Zr1,-0.6651755035416649
6698,Ag2Be1Te1,0.515005800416668
87452,Ag2Bi10Cu4Pb2S19,-0.4116267684122638
9518,Ag2Bi1Cs1S3,-0.613001976362867
21985,Ag2Bi1K1S4,-0.423413261381678
57833,Ag2Bi1K1Se4,-0.24457601437499976
18648,Ag2Bi1Re1S6,0.273199105091986
6675,Ag2Bi1Te1,0.239865931666668
9935,Ag2Bi2Cl2S3,-0.633254393419813
56240,Ag2Bi2Se5,-0.18918948277777758
9696,Ag2Bi4Pb1Se8,-0.339964569333334
13376,Ag2Bi6Cd1Se11,-0.34312188825
48145,Ag2Br1,0.05472624752805485
39837,Ag2Br1Cl1,-0.5857730845087397
74749,Ag2Br1Cl2,-0.5871736667308163
57423,Ag2Br1Cl2Cs1,-1.1147875639423468
46670,Ag2Br1Cl3,-0.5574531032122007
69148,Ag2Br1Hg1I3,-0.4343981378095795
44735,Ag2Br1Hg2I1S2,-0.37621416222542514
45005,Ag2Br1I1,-0.4474996912110383
46645,Ag2Br1I3,-0.3060879832834645
60331,Ag2Br1K1Se4,-0.2590641140519794
60202,Ag2Br1S1,-0.2164441503572978
44577,Ag2Br1Tc2,1.247711923516833
69020,Ag2Br2Cd1I2,-0.6469213635269008
57347,Ag2Br2Cd1S1,-0.6092832231408382
69036,Ag2Br2Cl2Hg1,-0.6469934365765978
69019,Ag2Br2Cr1I2,-0.4519173449554726
57352,Ag2Br2Cr1S1,-0.4539352989741718
57426,Ag2Br2Cs1I1,-0.9564541087099979
49648,Ag2Br2Hg1I2,-0.4920793842363678
33380,Ag2Br2Hg1S1,-0.464870470635216
35190,Ag2Br2Hg1Se1,-0.431042983299657
69032,Ag2Br2I2V1,-0.4656658378126153
45850,Ag2Br2Mg1,-0.5902884147996683
42474,Ag2Br2Pb1,-0.30743810396633436
57363,Ag2Br2S1V1,-0.4850511198075041
8206,Ag2Br3,-0.464940366449501
68995,Ag2Br3Cd1I1,-0.7090674613822606
46673,Ag2Br3Cl1,-0.4982175621444383
68992,Ag2Br3Cl1Hg1,-0.6179126254046999
68993,Ag2Br3Cr1I1,-0.518681088525118
74880,Ag2Br3Cs1,-1.025239379541251
49178,Ag2Br3Hg1I1,-0.5405404420917276
46685,Ag2Br3I1,-0.4151278399459706
69041,Ag2Br3I1V1,-0.5353923928108324
70758,Ag2Br3K1,-0.9680275537079179
54277,Ag2Br3Rb1,-0.9844939787079179
56748,Ag2Br4Cd1,-0.7677720520947628
93739,Ag2Br4Co1,-0.5331134613804777
56751,Ag2Br4Cr1,-0.5845299820947635
68953,Ag2Br4Hg1,-0.5866096256613729
33798,Ag2Br4Pd1,-0.516364149951906
56756,Ag2Br4V1,-0.5950335906661921
74647,Ag2Br4Zn1,-0.7885949092376203
60041,Ag2Br5Cs1,-0.8093425971348973
60046,Ag2Br5In1,-0.47973008963489705
60062,Ag2Br5K1,-0.6493190808848972
60071,Ag2Br5Rb1,-0.658759536509897
74798,Ag2Br6Cs3,-1.3357011290450012
45201,Ag2Br6Cu1Hf1,-0.6382786854495016
45382,Ag2Br6Hf1Hg1,-0.6182862969461287
45376,Ag2Br6Li1V1,-0.7138532349495016
75103,Ag2Br6Pd1,-0.5178226227216685
93091,Ag2Br6Pt1,-0.5511682866105573
74794,Ag2Br6Rb3,-1.298874494499547
51985,Ag2Br6Re1,-0.29498971494389026
51991,Ag2Br6Se1,-0.20131513327722356
60615,Ag2Br6Sn1,-0.7300432962606906
60605,Ag2Br6Te1,-0.5674352397587046
96477,Ag2Br7Cs3,-1.2672568839092377
58976,Ag2Br8Pd1Rb2,-0.9291007295635911
90630,Ag2Ca1Hf1S4,-1.2050279732566782
90666,Ag2Ca1Hf1Se4,-0.9276588412499995
90712,Ag2Ca1Hf1Te4,-0.6062678616666655
90631,Ag2Ca1Os1S4,-0.5345385213816787
90677,Ag2Ca1Os1Se4,-0.2970774631249995
90760,Ag2Ca1Os1Te4,-0.12258895479166476
90569,Ag2Ca1Pb1S4,-0.7006271113816789
90591,Ag2Ca1Pb1Se4,-0.5539059743749997
90613,Ag2Ca1Pb1Te4,-0.3995121785416651
92261,Ag2Ca1Pt1S4,-0.6124165413816782
92397,Ag2Ca1Pt1Se4,-0.4459858156250003
90727,Ag2Ca1Pt1Te4,-0.3046827910416652
90660,Ag2Ca1Ru1S4,-0.6106794563816784
90640,Ag2Ca1Ru1Se4,-0.39637063687499996
90742,Ag2Ca1Ru1Te4,-0.23385722979166523
68661,Ag2Ca1S3,-0.7083026511733456
90568,Ag2Ca1S4Sn1,-0.8457782509880789
90636,Ag2Ca1S4Ti1,-1.1344781956049612
90639,Ag2Ca1S4Zr1,-1.1893377513816783
68656,Ag2Ca1Se3,-0.5837643224999999
90589,Ag2Ca1Se4Sn1,-0.6588032789814005
90658,Ag2Ca1Se4Ti1,-0.8747047673482831
90693,Ag2Ca1Se4Zr1,-0.9267276906249995
90594,Ag2Ca1Sn1Te4,-0.47137289439806507
6664,Ag2Ca1Te1,-0.275816827083333
68643,Ag2Ca1Te3,-0.4437197074999979
90710,Ag2Ca1Te4Ti1,-0.5780039402649484
90772,Ag2Ca1Te4Zr1,-0.6223382647916655
57348,Ag2Cd1Cl2S1,-0.6885144233752675
56749,Ag2Cd1Cl4,-0.9211441824966415
69585,Ag2Cd1Co1S3Se1,-0.280428488380009
60323,Ag2Cd1Co1S4,-0.31220297450667855
60116,Ag2Cd1Cr1S4,-0.4815265601316785
60120,Ag2Cd1Hf1S4,-0.8581209070066786
92084,Ag2Cd1Hf1Se4,-0.6166651224999997
92085,Ag2Cd1Hf1Te4,-0.3601394054166649
54226,Ag2Cd1I2S1,-0.4752466223116653
57349,Ag2Cd1I2Se1,-0.4297702858094394
53774,Ag2Cd1I4,-0.5277688521018956
20713,Ag2Cd1In1S4,-0.475472170131678
20714,Ag2Cd1In1Se4,-0.351324911875
20715,Ag2Cd1In1Te4,-0.246061683541665
57782,Ag2Cd1Mn1S4,-0.4550502699808163
69533,Ag2Cd1Mo1S3Se1,-0.35762046088000865
69546,Ag2Cd1Ni1S1Se3,-0.1977143836266695
69556,Ag2Cd1Ni1S3Se1,-0.2621065183800093
54664,Ag2Cd1Ni1S4,-0.2875862832566787
92047,Ag2Cd1Os1S4,-0.21954916513167877
92111,Ag2Cd1Os1Se4,-0.02347736687500035
90577,Ag2Cd1Os1Te4,0.08360617145833471
69530,Ag2Cd1Pb1S3Se1,-0.3491708946300087
91988,Ag2Cd1Pb1S4,-0.3826775801316784
92073,Ag2Cd1Pb1Se4,-0.27591052937499994
92074,Ag2Cd1Pb1Te4,-0.18254361229166527
60114,Ag2Cd1Pd1S4,-0.21494486950667824
69548,Ag2Cd1Pt1S3Se1,-0.20000513713000911
60118,Ag2Cd1Pt1S4,-0.22494020825667826
92086,Ag2Cd1Pt1Se4,-0.11993165437499975
92087,Ag2Cd1Pt1Te4,-0.1007627297916649
